state,nominal_seed,epoch,benchmark,example_id,score
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-8fb08effdbef3712,0.5
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-8fc11f6c072808a8,1.0
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-91238fb3711c8530,0.0
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-91371bee23cbbf08,0.5
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-919b141f55a86d45,1.0
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-9336e68e36c45dfd,0.5
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-9365f6eaa602b887,0.5
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-93dbde717b7189af,1.0
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-9477127bce2353cd,1.0
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-95b190f60d92a855,0.5
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-95cbef5d30f324b7,0.0
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-964883686994bbeb,0.5
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-965b64b42961c8be,1.0
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-96854b7711b06edc,1.0
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-99416d70436644ba,0.5
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-99c7d3f6f21c6fb5,1.0
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-9a5df1345321ed65,0.5
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-9a6029999ab82592,0.5
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-9b458caa9ad22c30,1.0
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-9c30935caeee56c7,1.0
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-9c6489f7402a9ea6,1.0
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-9db6649c63a0e7e8,0.0
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-a0159e7deb47a196,0.5
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-a03ac6fc0925bd75,1.0
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-a1a79f9973ff991b,0.5
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-a47de1129a06eb22,1.0
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-a4e0552773e2f443,1.0
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-a56d71595ccc1146,0.0
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-a5fa421949516487,0.5
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-a7c598b2b548705b,1.0
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-aa5ca83fcecd7451,1.0
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-aabf2c3f66aa12af,1.0
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-ab833f82bd7348b1,1.0
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-ad7b88e1a61454ee,0.5
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-aedfefd7e0c66ade,0.5
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-afaa8180c8f0c465,0.5
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-afb5bfab35c06c99,1.0
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-afb92d4bc09b8682,1.0
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-b03592d4c6a41f60,0.5
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-b0c5d7cdf95f5017,1.0
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-b1291a3cfa995843,1.0
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-b1b89bb61444d2fb,1.0
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-b1c2fd7887ea2771,1.0
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-b2e201ad26f81b3f,0.5
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-b34738bd5b54cedb,1.0
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-b3517e9073cf4ff9,1.0
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-b3c25ce3ac589eff,0.5
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-b49cf8a4704dbd20,1.0
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-b4c3485f7a8ad345,1.0
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-b5120e5783fc3815,1.0
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-b6373eedfd8581e7,0.0
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-b6d562d2f4779e98,1.0
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-b6d905feb64493c8,0.5
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-b74c945d75b29e21,1.0
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-b87516c5e2a30647,0.5
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-ba370a06440909e0,0.5
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-ba5d4fcda51e9890,0.5
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-bb26adf2de94aef5,1.0
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-bbe3a8ddb3770c09,1.0
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-be89d62d7394bfde,0.5
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-bf42be57c9e37c0d,0.5
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-c0406aa10f44d8ff,0.5
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-c04e78bcdbba3d66,0.0
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-c124703b5cb11aa8,1.0
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-c3d219e9d97d4f0b,0.5
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-c42ea342315c72cf,0.5
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-c686dd2116e7e73f,1.0
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-c6be5841679dfd2c,1.0
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-c70c9943748933d0,1.0
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-c81cc4b5f25177a2,1.0
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-c959155a44bded95,1.0
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-cad758d34001b584,1.0
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-cc0cfdfdf45ea746,0.5
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-cdd5499d91a8849a,1.0
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-cf8742a05b87bead,1.0
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-cfc5198d41c4c879,0.0
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-d00373bca43c2a7c,0.5
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-d0b7a38b875b1882,1.0
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-d0cb49f67704c6a4,1.0
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-d129e4727952e844,0.5
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-d12ae8a4837d58d2,1.0
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-d2640f6549fbfa59,1.0
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-d28e6a3dbea17ba7,0.5
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-d2eca1048d7ba0fc,1.0
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-d3671e80faff11df,0.5
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-d379f33571816b06,1.0
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-d43fbdbcba1fa879,1.0
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-d4c934605ebd19ea,1.0
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-d66458f441d8d912,0.5
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-d89f1a247edecf6b,0.5
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-d8cb6062fe9eeb44,0.5
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-d954bdfb89e431ea,0.5
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-daa84096f5bbfa52,0.5
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-dc1a242c5a9d80da,1.0
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-dc36fa1910615be6,1.0
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-dc907db158e4bdbe,0.5
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-dca8ba52131fcf57,1.0
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-dd76a3548d7c6de5,1.0
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-e2fa665a598a148a,0.5
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-e317607d4501cc08,1.0
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-e47fb7bb5cd2e8ad,1.0
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-e8843103682f1a40,1.0
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-e92b0e3805b188c0,0.0
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-e965690cb4d7aaa2,0.5
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-eac5c7758f462ff1,1.0
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-ec3df1b156c21115,1.0
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-ec790baecbc8c9b2,0.5
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-ecd54fcb47318862,0.5
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-ef729e9a6cf31e5e,0.5
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-f089696cd239b424,1.0
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-f0983c12c6ff643b,1.0
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-f19ea548ee2b36b2,1.0
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-f1ae49316c86cd1f,1.0
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-f34c91bcfb06e89c,0.5
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-f5f2c19659fcffea,1.0
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-f78ce16c68707078,0.5
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-f7c356a81db46c20,1.0
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-fa32a887320784ef,1.0
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-fa6aed23bd7b95de,1.0
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-fa80c457fe56a9a9,1.0
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-fa9a3a839a91ce2f,0.5
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-fb197d5e09b7a743,0.5
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-fb37c026961c951a,0.5
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-ff7459136e6dfbba,1.0
run17_epoch1,17,1,tensor_trust_extract,tensor_trust_extract-ffc3b233766e9062,1.0
run17_epoch1,17,1,gsm8k,gsm8k-03f363f0deb728ab,0.0
run17_epoch1,17,1,gsm8k,gsm8k-044c721b8760e728,0.0
run17_epoch1,17,1,gsm8k,gsm8k-056aaf25ddaaabc3,0.0
run17_epoch1,17,1,gsm8k,gsm8k-056cfb8b708befd3,0.0
run17_epoch1,17,1,gsm8k,gsm8k-0719256b589bdb52,0.0
run17_epoch1,17,1,gsm8k,gsm8k-0a80c0ecaf864dad,0.0
run17_epoch1,17,1,gsm8k,gsm8k-0eead9034aaeccdc,0.0
run17_epoch1,17,1,gsm8k,gsm8k-1004aace386bab1a,0.0
run17_epoch1,17,1,gsm8k,gsm8k-10175379020e4064,0.0
run17_epoch1,17,1,gsm8k,gsm8k-1023c62ac435cebb,0.0
run17_epoch1,17,1,gsm8k,gsm8k-11b62f0ce2b35f8d,0.0
run17_epoch1,17,1,gsm8k,gsm8k-12f28d757af33ee3,0.0
run17_epoch1,17,1,gsm8k,gsm8k-15502f7b1921f6eb,0.0
run17_epoch1,17,1,gsm8k,gsm8k-157f06af02e8c237,0.0
run17_epoch1,17,1,gsm8k,gsm8k-16e7f2713c967ce8,0.0
run17_epoch1,17,1,gsm8k,gsm8k-1713d317a9bc4281,0.0
run17_epoch1,17,1,gsm8k,gsm8k-184d230d9370d78e,0.0
run17_epoch1,17,1,gsm8k,gsm8k-189b2dfbf9443435,0.0
run17_epoch1,17,1,gsm8k,gsm8k-1a441549773b4219,0.0
run17_epoch1,17,1,gsm8k,gsm8k-1b1c78f454cdb157,0.0
run17_epoch1,17,1,gsm8k,gsm8k-1b3ba9e498f23a0d,1.0
run17_epoch1,17,1,gsm8k,gsm8k-1bcc8acaed4765fe,1.0
run17_epoch1,17,1,gsm8k,gsm8k-1bd07977af74e898,0.0
run17_epoch1,17,1,gsm8k,gsm8k-1cb2b4eb4fe490e4,1.0
run17_epoch1,17,1,gsm8k,gsm8k-1e9a04f15a438bb9,0.0
run17_epoch1,17,1,gsm8k,gsm8k-1f7bcf9e8f861e15,0.0
run17_epoch1,17,1,gsm8k,gsm8k-248e061890c629e1,0.0
run17_epoch1,17,1,gsm8k,gsm8k-25d57560063a2d83,1.0
run17_epoch1,17,1,gsm8k,gsm8k-26e486afeb08ffcd,0.0
run17_epoch1,17,1,gsm8k,gsm8k-29f8065a37ddf614,0.0
run17_epoch1,17,1,gsm8k,gsm8k-2a122187ddc0bc70,1.0
run17_epoch1,17,1,gsm8k,gsm8k-2cfefef5c684e335,1.0
run17_epoch1,17,1,gsm8k,gsm8k-2d2b6949601f2c4a,0.0
run17_epoch1,17,1,gsm8k,gsm8k-2d3485a04779734f,0.0
run17_epoch1,17,1,gsm8k,gsm8k-300b6b573602693e,0.0
run17_epoch1,17,1,gsm8k,gsm8k-301901b9f39bf849,0.0
run17_epoch1,17,1,gsm8k,gsm8k-30cfe7be8fdb7169,1.0
run17_epoch1,17,1,gsm8k,gsm8k-30f2d029c92a3e06,0.0
run17_epoch1,17,1,gsm8k,gsm8k-31c3c965f2fd78bd,1.0
run17_epoch1,17,1,gsm8k,gsm8k-32c20fac6110dd68,0.0
run17_epoch1,17,1,gsm8k,gsm8k-334ab464e22592a6,0.0
run17_epoch1,17,1,gsm8k,gsm8k-37943b8b471f411e,1.0
run17_epoch1,17,1,gsm8k,gsm8k-3f33e5e7166ec890,0.0
run17_epoch1,17,1,gsm8k,gsm8k-3f393af0448415d4,0.0
run17_epoch1,17,1,gsm8k,gsm8k-40499d52a4a8a458,1.0
run17_epoch1,17,1,gsm8k,gsm8k-4272bb1dd4aaba0c,0.0
run17_epoch1,17,1,gsm8k,gsm8k-432c16a916f4473e,1.0
run17_epoch1,17,1,gsm8k,gsm8k-446b2da5c88b233b,1.0
run17_epoch1,17,1,gsm8k,gsm8k-45aabc405b465d95,0.0
run17_epoch1,17,1,gsm8k,gsm8k-45ad4aa519c9d03b,0.0
run17_epoch1,17,1,gsm8k,gsm8k-461e3cd28a26d5c8,0.0
run17_epoch1,17,1,gsm8k,gsm8k-4656f6a085ac3597,0.0
run17_epoch1,17,1,gsm8k,gsm8k-4810481c74f3a350,1.0
run17_epoch1,17,1,gsm8k,gsm8k-481fed6e1eaf251b,1.0
run17_epoch1,17,1,gsm8k,gsm8k-491b526d300e322a,1.0
run17_epoch1,17,1,gsm8k,gsm8k-4b08279af70d348e,0.0
run17_epoch1,17,1,gsm8k,gsm8k-4b5179daf468dce2,0.0
run17_epoch1,17,1,gsm8k,gsm8k-4f17523bffc7970b,1.0
run17_epoch1,17,1,gsm8k,gsm8k-4f7da93e2b2bd5d3,0.0
run17_epoch1,17,1,gsm8k,gsm8k-4fb550b94967de04,1.0
run17_epoch1,17,1,gsm8k,gsm8k-5035d2587c4472a4,1.0
run17_epoch1,17,1,gsm8k,gsm8k-50632a242e66a230,0.0
run17_epoch1,17,1,gsm8k,gsm8k-50792ed9ce64aeae,0.0
run17_epoch1,17,1,gsm8k,gsm8k-50a5309640c78c5c,0.0
run17_epoch1,17,1,gsm8k,gsm8k-50b1168948f6d711,1.0
run17_epoch1,17,1,gsm8k,gsm8k-514e5ef9bf37acff,0.0
run17_epoch1,17,1,gsm8k,gsm8k-51b26df61726f5ff,0.0
run17_epoch1,17,1,gsm8k,gsm8k-51f96a6c3db5244c,0.0
run17_epoch1,17,1,gsm8k,gsm8k-52061778597a9121,0.0
run17_epoch1,17,1,gsm8k,gsm8k-5557312352354e17,0.0
run17_epoch1,17,1,gsm8k,gsm8k-55cb6abb8c6ca57d,1.0
run17_epoch1,17,1,gsm8k,gsm8k-5689d262f09aec16,0.0
run17_epoch1,17,1,gsm8k,gsm8k-58025180c7b643d9,1.0
run17_epoch1,17,1,gsm8k,gsm8k-5a16e75b601404de,1.0
run17_epoch1,17,1,gsm8k,gsm8k-5a4af0e62e251e61,1.0
run17_epoch1,17,1,gsm8k,gsm8k-5adfd7c80d514754,0.0
run17_epoch1,17,1,gsm8k,gsm8k-5b4dc7576aa6abe1,0.0
run17_epoch1,17,1,gsm8k,gsm8k-5e57702766f424af,0.0
run17_epoch1,17,1,gsm8k,gsm8k-5e84faa74e8cf5ef,1.0
run17_epoch1,17,1,gsm8k,gsm8k-612dd1723639db9f,0.0
run17_epoch1,17,1,gsm8k,gsm8k-62b1d08a99931e70,1.0
run17_epoch1,17,1,gsm8k,gsm8k-632aa890d54ae039,0.0
run17_epoch1,17,1,gsm8k,gsm8k-63f4d26d68c7fb86,0.0
run17_epoch1,17,1,gsm8k,gsm8k-65116462d859b35f,1.0
run17_epoch1,17,1,gsm8k,gsm8k-68303419a234925f,0.0
run17_epoch1,17,1,gsm8k,gsm8k-6da2d541e8545224,0.0
run17_epoch1,17,1,gsm8k,gsm8k-7059fe72fc45d8b0,0.0
run17_epoch1,17,1,gsm8k,gsm8k-71df70b8d5d5cef8,0.0
run17_epoch1,17,1,gsm8k,gsm8k-75666e5cc006386e,0.0
run17_epoch1,17,1,gsm8k,gsm8k-7935ba10258cffa6,0.0
run17_epoch1,17,1,gsm8k,gsm8k-797cffc776edbd9a,0.0
run17_epoch1,17,1,gsm8k,gsm8k-7999e27845b91501,0.0
run17_epoch1,17,1,gsm8k,gsm8k-7acafd264dad684e,0.0
run17_epoch1,17,1,gsm8k,gsm8k-7acb70e7a7426b15,0.0
run17_epoch1,17,1,gsm8k,gsm8k-7b9cd3ec99ad7438,0.0
run17_epoch1,17,1,gsm8k,gsm8k-7da6148c189cc730,0.0
run17_epoch1,17,1,gsm8k,gsm8k-7f8f58fdb4522fa4,0.0
run17_epoch1,17,1,gsm8k,gsm8k-83055b165ae53a15,0.0
run17_epoch1,17,1,gsm8k,gsm8k-85c98c875b54f804,0.0
run17_epoch1,17,1,gsm8k,gsm8k-8645f9ed30f01f29,0.0
run17_epoch1,17,1,gsm8k,gsm8k-86e779fe0293d38c,1.0
run17_epoch1,17,1,gsm8k,gsm8k-871b65deb7a89cac,0.0
run17_epoch1,17,1,gsm8k,gsm8k-872ef6bc6a4e23b2,0.0
run17_epoch1,17,1,gsm8k,gsm8k-884a1ab69fe88adf,1.0
run17_epoch1,17,1,gsm8k,gsm8k-88719a96cf900e35,1.0
run17_epoch1,17,1,gsm8k,gsm8k-890eb7d6774cb885,0.0
run17_epoch1,17,1,gsm8k,gsm8k-8b5fc42f237ac955,0.0
run17_epoch1,17,1,gsm8k,gsm8k-8db2bb8d09027303,0.0
run17_epoch1,17,1,gsm8k,gsm8k-8f7b608a9192662b,1.0
run17_epoch1,17,1,gsm8k,gsm8k-8ffc8a0cbe831cb2,0.0
run17_epoch1,17,1,gsm8k,gsm8k-917ccf702777995f,0.0
run17_epoch1,17,1,gsm8k,gsm8k-92d75db335ee546c,0.0
run17_epoch1,17,1,gsm8k,gsm8k-9403593ef450dd5b,1.0
run17_epoch1,17,1,gsm8k,gsm8k-941168306c0dfb90,1.0
run17_epoch1,17,1,gsm8k,gsm8k-959db0ca28e1e343,0.0
run17_epoch1,17,1,gsm8k,gsm8k-9a0a9018c9a4868a,0.0
run17_epoch1,17,1,gsm8k,gsm8k-9a288bff21a03be0,0.0
run17_epoch1,17,1,gsm8k,gsm8k-9c2639cf0b3b645d,0.0
run17_epoch1,17,1,gsm8k,gsm8k-9d5e0f1ef2893a04,0.0
run17_epoch1,17,1,gsm8k,gsm8k-9dc2f8ccbd96d4b2,1.0
run17_epoch1,17,1,gsm8k,gsm8k-9fdce891c3c9563d,1.0
run17_epoch1,17,1,gsm8k,gsm8k-a1d7d7fb1b54e6af,0.0
run17_epoch1,17,1,gsm8k,gsm8k-a230125521307552,0.0
run17_epoch1,17,1,gsm8k,gsm8k-a2588125503f79bc,0.0
run17_epoch1,17,1,gsm8k,gsm8k-a34be6d953f4035a,0.0
run17_epoch1,17,1,gsm8k,gsm8k-a48c055a34d02ce8,0.0
run17_epoch1,17,1,gsm8k,gsm8k-a4d42b89789c4783,0.0
run17_epoch1,17,1,gsm8k,gsm8k-a514998256ace88e,0.0
run17_epoch1,17,1,gsm8k,gsm8k-a5628144862f951d,0.0
run17_epoch1,17,1,gsm8k,gsm8k-a5b606f0a1b0adb1,1.0
run17_epoch1,17,1,gsm8k,gsm8k-a6e37f6766456c43,1.0
run17_epoch1,17,1,gsm8k,gsm8k-acf5a31b11dee48d,1.0
run17_epoch1,17,1,gsm8k,gsm8k-af4c7f801f394955,1.0
run17_epoch1,17,1,gsm8k,gsm8k-b20e7a9cb9d93a7e,0.0
run17_epoch1,17,1,gsm8k,gsm8k-b30f252b14fd8e6a,0.0
run17_epoch1,17,1,gsm8k,gsm8k-b399aec64b5bf4cd,1.0
run17_epoch1,17,1,gsm8k,gsm8k-b3ed7778aa53f4c2,1.0
run17_epoch1,17,1,gsm8k,gsm8k-b51a9af546bad174,0.0
run17_epoch1,17,1,gsm8k,gsm8k-b5e6112216ca71cb,0.0
run17_epoch1,17,1,gsm8k,gsm8k-b9dbccd14fa19df6,0.0
run17_epoch1,17,1,gsm8k,gsm8k-badb42c227802954,0.0
run17_epoch1,17,1,gsm8k,gsm8k-be2920240ea6a66c,1.0
run17_epoch1,17,1,gsm8k,gsm8k-bed6ebadd75500cc,0.0
run17_epoch1,17,1,gsm8k,gsm8k-bf919934be307d51,0.0
run17_epoch1,17,1,gsm8k,gsm8k-c00a0ae06e2bbab6,0.0
run17_epoch1,17,1,gsm8k,gsm8k-c060ede509ecd3d1,0.0
run17_epoch1,17,1,gsm8k,gsm8k-c0fe7ba65e43475e,0.0
run17_epoch1,17,1,gsm8k,gsm8k-c34a365ce84fb9c5,1.0
run17_epoch1,17,1,gsm8k,gsm8k-c3d225da0185e1c0,0.0
run17_epoch1,17,1,gsm8k,gsm8k-c50fa8ba0d15b6b8,0.0
run17_epoch1,17,1,gsm8k,gsm8k-c58920c241c7d879,0.0
run17_epoch1,17,1,gsm8k,gsm8k-c6d034af490811cc,0.0
run17_epoch1,17,1,gsm8k,gsm8k-c8795279a13f6223,0.0
run17_epoch1,17,1,gsm8k,gsm8k-c889c185b420e0b5,0.0
run17_epoch1,17,1,gsm8k,gsm8k-c9994e80a3cb09be,0.0
run17_epoch1,17,1,gsm8k,gsm8k-ca974bac7683b73d,0.0
run17_epoch1,17,1,gsm8k,gsm8k-cbf80ff93657dac3,0.0
run17_epoch1,17,1,gsm8k,gsm8k-ccc2f752e50acf8e,0.0
run17_epoch1,17,1,gsm8k,gsm8k-cde4477291868686,0.0
run17_epoch1,17,1,gsm8k,gsm8k-ce148e8a3fee09a8,0.0
run17_epoch1,17,1,gsm8k,gsm8k-cebb6b733ce33e5e,1.0
run17_epoch1,17,1,gsm8k,gsm8k-d05bb27a90ba7775,0.0
run17_epoch1,17,1,gsm8k,gsm8k-d0a34b031f33e635,1.0
run17_epoch1,17,1,gsm8k,gsm8k-d1f4a80061279513,0.0
run17_epoch1,17,1,gsm8k,gsm8k-d3c4dbb376b42468,0.0
run17_epoch1,17,1,gsm8k,gsm8k-d42de8ede36808b5,0.0
run17_epoch1,17,1,gsm8k,gsm8k-d47e096528a6eb3f,0.0
run17_epoch1,17,1,gsm8k,gsm8k-d57dc55cc746e947,0.0
run17_epoch1,17,1,gsm8k,gsm8k-d831a54c2f98e5e6,0.0
run17_epoch1,17,1,gsm8k,gsm8k-d8619a935b92d49a,0.0
run17_epoch1,17,1,gsm8k,gsm8k-d870ec0341db3fec,0.0
run17_epoch1,17,1,gsm8k,gsm8k-dab4fb21bbd2ac03,1.0
run17_epoch1,17,1,gsm8k,gsm8k-dacbeb2194163252,0.0
run17_epoch1,17,1,gsm8k,gsm8k-dbe0ab970c367983,0.0
run17_epoch1,17,1,gsm8k,gsm8k-dc4d0959d4a5c4bf,0.0
run17_epoch1,17,1,gsm8k,gsm8k-dc7074c0d9d20f71,1.0
run17_epoch1,17,1,gsm8k,gsm8k-de2b2f0cef6c978f,0.0
run17_epoch1,17,1,gsm8k,gsm8k-e00a86f61523ec0e,1.0
run17_epoch1,17,1,gsm8k,gsm8k-e1ec8b76a9e25ba6,0.0
run17_epoch1,17,1,gsm8k,gsm8k-e2caea3d433991f9,0.0
run17_epoch1,17,1,gsm8k,gsm8k-e374e636d5dbb78a,0.0
run17_epoch1,17,1,gsm8k,gsm8k-e4d92a18605700f5,0.0
run17_epoch1,17,1,gsm8k,gsm8k-e603bb1a4af50205,0.0
run17_epoch1,17,1,gsm8k,gsm8k-e6ee093873e60b6e,0.0
run17_epoch1,17,1,gsm8k,gsm8k-e8e3155694ef7302,0.0
run17_epoch1,17,1,gsm8k,gsm8k-eba9fbd6342cb55f,1.0
run17_epoch1,17,1,gsm8k,gsm8k-ec3a93d9a0bf6489,0.0
run17_epoch1,17,1,gsm8k,gsm8k-edc057a888327c4f,1.0
run17_epoch1,17,1,gsm8k,gsm8k-ef9e5bf8c90fd23a,1.0
run17_epoch1,17,1,gsm8k,gsm8k-f03aa79fcfc55504,0.0
run17_epoch1,17,1,gsm8k,gsm8k-f0e356e754975712,0.0
run17_epoch1,17,1,gsm8k,gsm8k-f3187cbfa152a90c,0.0
run17_epoch1,17,1,gsm8k,gsm8k-f3d59915f12173dc,1.0
run17_epoch1,17,1,gsm8k,gsm8k-f443794e70b812ca,0.0
run17_epoch1,17,1,gsm8k,gsm8k-f471a6d021c16796,0.0
run17_epoch1,17,1,gsm8k,gsm8k-f51ccac1e4430130,0.0
run17_epoch1,17,1,gsm8k,gsm8k-f5c78732342fd9a6,1.0
run17_epoch1,17,1,gsm8k,gsm8k-fa4a320a7c2df2d1,0.0
run17_epoch1,17,1,gsm8k,gsm8k-fb5993362d474c05,0.0
run17_epoch1,17,1,gsm8k,gsm8k-fbe66448671f41e5,0.0
run17_epoch1,17,1,ifeval,ifeval-0067143e7434cf03,1.0
run17_epoch1,17,1,ifeval,ifeval-026a7663fe944da9,1.0
run17_epoch1,17,1,ifeval,ifeval-041da48da864ce03,1.0
